"VRSTA VOZILA";"OBÈINE";"LETO";Cestna vozila konec leta (31.12.)
"..avtobusi";"Šmartno pri Litiji";"2014";8
"..avtobusi";"Šmartno pri Litiji";"2015";11
"..avtobusi";"Šmartno pri Litiji";"2016";12
"..avtobusi";"Šmartno pri Litiji";"2017";13
"..avtobusi";"Šmartno pri Litiji";"2018";13
"..avtobusi";"Šmartno pri Litiji";"2019";12
"..avtobusi";"Šoštanj";"2010";3
"..avtobusi";"Šoštanj";"2011";3
"..avtobusi";"Šoštanj";"2012";5
"..avtobusi";"Šoštanj";"2013";6
"..avtobusi";"Šoštanj";"2014";6
"..avtobusi";"Šoštanj";"2015";5
"..avtobusi";"Šoštanj";"2016";6
"..avtobusi";"Šoštanj";"2017";7
"..avtobusi";"Šoštanj";"2018";6
"..avtobusi";"Šoštanj";"2019";7
"..avtobusi";"Štore";"2010";0
"..avtobusi";"Štore";"2011";0
"..avtobusi";"Štore";"2012";0
"..avtobusi";"Štore";"2013";0
"..avtobusi";"Štore";"2014";0
"..avtobusi";"Štore";"2015";0
"..avtobusi";"Štore";"2016";0
"..avtobusi";"Štore";"2017";0
"..avtobusi";"Štore";"2018";0
"..avtobusi";"Štore";"2019";0
"..avtobusi";"Tabor";"2010";4
"..avtobusi";"Tabor";"2011";1
"..avtobusi";"Tabor";"2012";1
"..avtobusi";"Tabor";"2013";1
"..avtobusi";"Tabor";"2014";0
"..avtobusi";"Tabor";"2015";0
"..avtobusi";"Tabor";"2016";0
"..avtobusi";"Tabor";"2017";0
"..avtobusi";"Tabor";"2018";0
"..avtobusi";"Tabor";"2019";0
"..avtobusi";"Tišina";"2010";0
"..avtobusi";"Tišina";"2011";0
"..avtobusi";"Tišina";"2012";0
"..avtobusi";"Tišina";"2013";0
"..avtobusi";"Tišina";"2014";0
"..avtobusi";"Tišina";"2015";0
"..avtobusi";"Tišina";"2016";0
"..avtobusi";"Tišina";"2017";0
"..avtobusi";"Tišina";"2018";0
"..avtobusi";"Tišina";"2019";0
"..avtobusi";"Tolmin";"2010";5
"..avtobusi";"Tolmin";"2011";5
"..avtobusi";"Tolmin";"2012";5
"..avtobusi";"Tolmin";"2013";4
"..avtobusi";"Tolmin";"2014";4
"..avtobusi";"Tolmin";"2015";4
"..avtobusi";"Tolmin";"2016";4
"..avtobusi";"Tolmin";"2017";5
"..avtobusi";"Tolmin";"2018";5
"..avtobusi";"Tolmin";"2019";4
"..avtobusi";"Trbovlje";"2010";3
"..avtobusi";"Trbovlje";"2011";1
"..avtobusi";"Trbovlje";"2012";2
"..avtobusi";"Trbovlje";"2013";2
"..avtobusi";"Trbovlje";"2014";2
"..avtobusi";"Trbovlje";"2015";2
"..avtobusi";"Trbovlje";"2016";2
"..avtobusi";"Trbovlje";"2017";2
"..avtobusi";"Trbovlje";"2018";2
"..avtobusi";"Trbovlje";"2019";2
"..avtobusi";"Trebnje";"2010";17
"..avtobusi";"Trebnje";"2011";16
"..avtobusi";"Trebnje";"2012";18
"..avtobusi";"Trebnje";"2013";18
"..avtobusi";"Trebnje";"2014";21
"..avtobusi";"Trebnje";"2015";19
"..avtobusi";"Trebnje";"2016";17
"..avtobusi";"Trebnje";"2017";13
"..avtobusi";"Trebnje";"2018";13
"..avtobusi";"Trebnje";"2019";14
"..avtobusi";"Trnovska vas";"2010";0
"..avtobusi";"Trnovska vas";"2011";0
"..avtobusi";"Trnovska vas";"2012";0
"..avtobusi";"Trnovska vas";"2013";0
"..avtobusi";"Trnovska vas";"2014";0
"..avtobusi";"Trnovska vas";"2015";0
"..avtobusi";"Trnovska vas";"2016";0
"..avtobusi";"Trnovska vas";"2017";0
"..avtobusi";"Trnovska vas";"2018";0
"..avtobusi";"Trnovska vas";"2019";0
"..avtobusi";"Trzin";"2010";0
"..avtobusi";"Trzin";"2011";0
"..avtobusi";"Trzin";"2012";0
"..avtobusi";"Trzin";"2013";0
"..avtobusi";"Trzin";"2014";0
"..avtobusi";"Trzin";"2015";0
"..avtobusi";"Trzin";"2016";0
"..avtobusi";"Trzin";"2017";0
"..avtobusi";"Trzin";"2018";0
"..avtobusi";"Trzin";"2019";0
"..avtobusi";"Tržiè";"2010";22
"..avtobusi";"Tržiè";"2011";22
"..avtobusi";"Tržiè";"2012";21
"..avtobusi";"Tržiè";"2013";21
"..avtobusi";"Tržiè";"2014";22
"..avtobusi";"Tržiè";"2015";22
"..avtobusi";"Tržiè";"2016";8
"..avtobusi";"Tržiè";"2017";9
"..avtobusi";"Tržiè";"2018";11
"..avtobusi";"Tržiè";"2019";12
"..avtobusi";"Turnišèe";"2010";0
"..avtobusi";"Turnišèe";"2011";0
"..avtobusi";"Turnišèe";"2012";0
"..avtobusi";"Turnišèe";"2013";0
"..avtobusi";"Turnišèe";"2014";0
"..avtobusi";"Turnišèe";"2015";0
"..avtobusi";"Turnišèe";"2016";0
"..avtobusi";"Turnišèe";"2017";0
"..avtobusi";"Turnišèe";"2018";0
"..avtobusi";"Turnišèe";"2019";0
"..avtobusi";"Velenje";"2010";22
"..avtobusi";"Velenje";"2011";24
"..avtobusi";"Velenje";"2012";28
"..avtobusi";"Velenje";"2013";28
"..avtobusi";"Velenje";"2014";28
"..avtobusi";"Velenje";"2015";28
"..avtobusi";"Velenje";"2016";30
"..avtobusi";"Velenje";"2017";26
"..avtobusi";"Velenje";"2018";25
"..avtobusi";"Velenje";"2019";23
"..avtobusi";"Velika Polana";"2010";0
"..avtobusi";"Velika Polana";"2011";0
"..avtobusi";"Velika Polana";"2012";0
"..avtobusi";"Velika Polana";"2013";0
"..avtobusi";"Velika Polana";"2014";0
"..avtobusi";"Velika Polana";"2015";0
"..avtobusi";"Velika Polana";"2016";0
"..avtobusi";"Velika Polana";"2017";0
"..avtobusi";"Velika Polana";"2018";1
"..avtobusi";"Velika Polana";"2019";1
"..avtobusi";"Velike Lašèe";"2010";1
"..avtobusi";"Velike Lašèe";"2011";1
"..avtobusi";"Velike Lašèe";"2012";2
"..avtobusi";"Velike Lašèe";"2013";2
"..avtobusi";"Velike Lašèe";"2014";2
"..avtobusi";"Velike Lašèe";"2015";1
"..avtobusi";"Velike Lašèe";"2016";1
"..avtobusi";"Velike Lašèe";"2017";1
"..avtobusi";"Velike Lašèe";"2018";1
"..avtobusi";"Velike Lašèe";"2019";1
"..avtobusi";"Veržej";"2010";0
"..avtobusi";"Veržej";"2011";0
"..avtobusi";"Veržej";"2012";0
"..avtobusi";"Veržej";"2013";0
"..avtobusi";"Veržej";"2014";0
"..avtobusi";"Veržej";"2015";0
"..avtobusi";"Veržej";"2016";0
"..avtobusi";"Veržej";"2017";0
"..avtobusi";"Veržej";"2018";0
"..avtobusi";"Veržej";"2019";0
"..avtobusi";"Videm";"2010";11
"..avtobusi";"Videm";"2011";12
"..avtobusi";"Videm";"2012";13
"..avtobusi";"Videm";"2013";13
"..avtobusi";"Videm";"2014";8
"..avtobusi";"Videm";"2015";5
"..avtobusi";"Videm";"2016";5
"..avtobusi";"Videm";"2017";5
"..avtobusi";"Videm";"2018";4
"..avtobusi";"Videm";"2019";3
"..avtobusi";"Vipava";"2010";3
"..avtobusi";"Vipava";"2011";3
"..avtobusi";"Vipava";"2012";3
"..avtobusi";"Vipava";"2013";8
"..avtobusi";"Vipava";"2014";8
"..avtobusi";"Vipava";"2015";9
"..avtobusi";"Vipava";"2016";8
"..avtobusi";"Vipava";"2017";10
"..avtobusi";"Vipava";"2018";11
"..avtobusi";"Vipava";"2019";8
"..avtobusi";"Vitanje";"2010";2
"..avtobusi";"Vitanje";"2011";2
"..avtobusi";"Vitanje";"2012";2
"..avtobusi";"Vitanje";"2013";2
"..avtobusi";"Vitanje";"2014";2
"..avtobusi";"Vitanje";"2015";2
"..avtobusi";"Vitanje";"2016";2
"..avtobusi";"Vitanje";"2017";2
"..avtobusi";"Vitanje";"2018";2
"..avtobusi";"Vitanje";"2019";2
"..avtobusi";"Vodice";"2010";0
"..avtobusi";"Vodice";"2011";0
"..avtobusi";"Vodice";"2012";0
"..avtobusi";"Vodice";"2013";0
"..avtobusi";"Vodice";"2014";0
"..avtobusi";"Vodice";"2015";0
"..avtobusi";"Vodice";"2016";0
"..avtobusi";"Vodice";"2017";0
"..avtobusi";"Vodice";"2018";0
"..avtobusi";"Vodice";"2019";0
"..avtobusi";"Vojnik";"2010";0
"..avtobusi";"Vojnik";"2011";0
"..avtobusi";"Vojnik";"2012";0
"..avtobusi";"Vojnik";"2013";0
"..avtobusi";"Vojnik";"2014";0
"..avtobusi";"Vojnik";"2015";0
"..avtobusi";"Vojnik";"2016";1
"..avtobusi";"Vojnik";"2017";1
"..avtobusi";"Vojnik";"2018";1
"..avtobusi";"Vojnik";"2019";1
"..avtobusi";"Vransko";"2010";0
"..avtobusi";"Vransko";"2011";0
"..avtobusi";"Vransko";"2012";0
"..avtobusi";"Vransko";"2013";0
"..avtobusi";"Vransko";"2014";0
"..avtobusi";"Vransko";"2015";0
"..avtobusi";"Vransko";"2016";0
"..avtobusi";"Vransko";"2017";0
"..avtobusi";"Vransko";"2018";0
"..avtobusi";"Vransko";"2019";0
"..avtobusi";"Vrhnika";"2010";2
"..avtobusi";"Vrhnika";"2011";1
"..avtobusi";"Vrhnika";"2012";1
"..avtobusi";"Vrhnika";"2013";1
"..avtobusi";"Vrhnika";"2014";0
"..avtobusi";"Vrhnika";"2015";0
"..avtobusi";"Vrhnika";"2016";0
"..avtobusi";"Vrhnika";"2017";0
"..avtobusi";"Vrhnika";"2018";0
"..avtobusi";"Vrhnika";"2019";0
"..avtobusi";"Vuzenica";"2010";3
"..avtobusi";"Vuzenica";"2011";3
"..avtobusi";"Vuzenica";"2012";3
"..avtobusi";"Vuzenica";"2013";3
"..avtobusi";"Vuzenica";"2014";3
"..avtobusi";"Vuzenica";"2015";3
"..avtobusi";"Vuzenica";"2016";3
"..avtobusi";"Vuzenica";"2017";5
"..avtobusi";"Vuzenica";"2018";6
"..avtobusi";"Vuzenica";"2019";7
"..avtobusi";"Zagorje ob Savi";"2010";28
"..avtobusi";"Zagorje ob Savi";"2011";31
"..avtobusi";"Zagorje ob Savi";"2012";30
"..avtobusi";"Zagorje ob Savi";"2013";30
"..avtobusi";"Zagorje ob Savi";"2014";30
"..avtobusi";"Zagorje ob Savi";"2015";31
"..avtobusi";"Zagorje ob Savi";"2016";0
"..avtobusi";"Zagorje ob Savi";"2017";0
"..avtobusi";"Zagorje ob Savi";"2018";0
"..avtobusi";"Zagorje ob Savi";"2019";0
"..avtobusi";"Zavrè";"2010";1
"..avtobusi";"Zavrè";"2011";1
"..avtobusi";"Zavrè";"2012";1
"..avtobusi";"Zavrè";"2013";0
"..avtobusi";"Zavrè";"2014";0
"..avtobusi";"Zavrè";"2015";0
"..avtobusi";"Zavrè";"2016";0
"..avtobusi";"Zavrè";"2017";0
"..avtobusi";"Zavrè";"2018";0
"..avtobusi";"Zavrè";"2019";0
"..avtobusi";"Zreèe";"2010";18
"..avtobusi";"Zreèe";"2011";16
"..avtobusi";"Zreèe";"2012";18
"..avtobusi";"Zreèe";"2013";17
"..avtobusi";"Zreèe";"2014";18
"..avtobusi";"Zreèe";"2015";17
"..avtobusi";"Zreèe";"2016";17
"..avtobusi";"Zreèe";"2017";16
"..avtobusi";"Zreèe";"2018";18
"..avtobusi";"Zreèe";"2019";16
"..avtobusi";"Žalec";"2010";4
"..avtobusi";"Žalec";"2011";3
"..avtobusi";"Žalec";"2012";4
"..avtobusi";"Žalec";"2013";3
"..avtobusi";"Žalec";"2014";5
"..avtobusi";"Žalec";"2015";5
"..avtobusi";"Žalec";"2016";5
"..avtobusi";"Žalec";"2017";5
"..avtobusi";"Žalec";"2018";6
"..avtobusi";"Žalec";"2019";5
"..avtobusi";"Železniki";"2010";10
"..avtobusi";"Železniki";"2011";10
"..avtobusi";"Železniki";"2012";10
"..avtobusi";"Železniki";"2013";10
"..avtobusi";"Železniki";"2014";11
"..avtobusi";"Železniki";"2015";6
"..avtobusi";"Železniki";"2016";7
"..avtobusi";"Železniki";"2017";7
"..avtobusi";"Železniki";"2018";12
"..avtobusi";"Železniki";"2019";12
"..avtobusi";"Žetale";"2010";1
"..avtobusi";"Žetale";"2011";1
"..avtobusi";"Žetale";"2012";1
"..avtobusi";"Žetale";"2013";1
"..avtobusi";"Žetale";"2014";1
"..avtobusi";"Žetale";"2015";2
"..avtobusi";"Žetale";"2016";2
"..avtobusi";"Žetale";"2017";2
"..avtobusi";"Žetale";"2018";2
"..avtobusi";"Žetale";"2019";2
"..avtobusi";"Žiri";"2010";18
"..avtobusi";"Žiri";"2011";19
"..avtobusi";"Žiri";"2012";20
"..avtobusi";"Žiri";"2013";20
"..avtobusi";"Žiri";"2014";23
"..avtobusi";"Žiri";"2015";23
"..avtobusi";"Žiri";"2016";24
"..avtobusi";"Žiri";"2017";25
"..avtobusi";"Žiri";"2018";26
"..avtobusi";"Žiri";"2019";31
"..avtobusi";"Žirovnica";"2010";0
"..avtobusi";"Žirovnica";"2011";0
"..avtobusi";"Žirovnica";"2012";0
"..avtobusi";"Žirovnica";"2013";0
"..avtobusi";"Žirovnica";"2014";0
"..avtobusi";"Žirovnica";"2015";0
"..avtobusi";"Žirovnica";"2016";0
"..avtobusi";"Žirovnica";"2017";0
"..avtobusi";"Žirovnica";"2018";0
"..avtobusi";"Žirovnica";"2019";0
"..avtobusi";"Žužemberk";"2010";15
"..avtobusi";"Žužemberk";"2011";15
"..avtobusi";"Žužemberk";"2012";15
"..avtobusi";"Žužemberk";"2013";15
"..avtobusi";"Žužemberk";"2014";15
"..avtobusi";"Žužemberk";"2015";17
"..avtobusi";"Žužemberk";"2016";16
"..avtobusi";"Žužemberk";"2017";18
"..avtobusi";"Žužemberk";"2018";18
"..avtobusi";"Žužemberk";"2019";19
"..tovorna motorna vozila";"SLOVENIJA";"2010";89219
"..tovorna motorna vozila";"SLOVENIJA";"2011";89949
"..tovorna motorna vozila";"SLOVENIJA";"2012";89845
"..tovorna motorna vozila";"SLOVENIJA";"2013";90560
"..tovorna motorna vozila";"SLOVENIJA";"2014";93141
"..tovorna motorna vozila";"SLOVENIJA";"2015";97458
"..tovorna motorna vozila";"SLOVENIJA";"2016";103397
"..tovorna motorna vozila";"SLOVENIJA";"2017";110257
"..tovorna motorna vozila";"SLOVENIJA";"2018";117735
"..tovorna motorna vozila";"SLOVENIJA";"2019";123785
"..tovorna motorna vozila";"Ajdovšèina";"2010";1060
"..tovorna motorna vozila";"Ajdovšèina";"2011";1038
"..tovorna motorna vozila";"Ajdovšèina";"2012";884
"..tovorna motorna vozila";"Ajdovšèina";"2013";891
"..tovorna motorna vozila";"Ajdovšèina";"2014";919
"..tovorna motorna vozila";"Ajdovšèina";"2015";983
"..tovorna motorna vozila";"Ajdovšèina";"2016";1073
"..tovorna motorna vozila";"Ajdovšèina";"2017";1162
"..tovorna motorna vozila";"Ajdovšèina";"2018";1269
"..tovorna motorna vozila";"Ajdovšèina";"2019";1336
"..tovorna motorna vozila";"Ankaran/Ancarano";"2010";-
"..tovorna motorna vozila";"Ankaran/Ancarano";"2011";-
"..tovorna motorna vozila";"Ankaran/Ancarano";"2012";-
"..tovorna motorna vozila";"Ankaran/Ancarano";"2013";-
"..tovorna motorna vozila";"Ankaran/Ancarano";"2014";-
"..tovorna motorna vozila";"Ankaran/Ancarano";"2015";69
"..tovorna motorna vozila";"Ankaran/Ancarano";"2016";75
"..tovorna motorna vozila";"Ankaran/Ancarano";"2017";79
"..tovorna motorna vozila";"Ankaran/Ancarano";"2018";77
"..tovorna motorna vozila";"Ankaran/Ancarano";"2019";66
"..tovorna motorna vozila";"Apaèe";"2010";63
"..tovorna motorna vozila";"Apaèe";"2011";74
"..tovorna motorna vozila";"Apaèe";"2012";87
"..tovorna motorna vozila";"Apaèe";"2013";95
"..tovorna motorna vozila";"Apaèe";"2014";98
"..tovorna motorna vozila";"Apaèe";"2015";99
"..tovorna motorna vozila";"Apaèe";"2016";101
"..tovorna motorna vozila";"Apaèe";"2017";114
"..tovorna motorna vozila";"Apaèe";"2018";104
"..tovorna motorna vozila";"Apaèe";"2019";111
"..tovorna motorna vozila";"Beltinci";"2010";219
"..tovorna motorna vozila";"Beltinci";"2011";231
"..tovorna motorna vozila";"Beltinci";"2012";226
"..tovorna motorna vozila";"Beltinci";"2013";242
"..tovorna motorna vozila";"Beltinci";"2014";251
"..tovorna motorna vozila";"Beltinci";"2015";269
"..tovorna motorna vozila";"Beltinci";"2016";279
"..tovorna motorna vozila";"Beltinci";"2017";282
"..tovorna motorna vozila";"Beltinci";"2018";292
"..tovorna motorna vozila";"Beltinci";"2019";306
"..tovorna motorna vozila";"Benedikt";"2010";92
"..tovorna motorna vozila";"Benedikt";"2011";97
"..tovorna motorna vozila";"Benedikt";"2012";103
"..tovorna motorna vozila";"Benedikt";"2013";111
"..tovorna motorna vozila";"Benedikt";"2014";116
"..tovorna motorna vozila";"Benedikt";"2015";125
"..tovorna motorna vozila";"Benedikt";"2016";136
"..tovorna motorna vozila";"Benedikt";"2017";151
"..tovorna motorna vozila";"Benedikt";"2018";145
"..tovorna motorna vozila";"Benedikt";"2019";145
"..tovorna motorna vozila";"Bistrica ob Sotli";"2010";55
"..tovorna motorna vozila";"Bistrica ob Sotli";"2011";58
"..tovorna motorna vozila";"Bistrica ob Sotli";"2012";63
"..tovorna motorna vozila";"Bistrica ob Sotli";"2013";73
"..tovorna motorna vozila";"Bistrica ob Sotli";"2014";75
"..tovorna motorna vozila";"Bistrica ob Sotli";"2015";73
"..tovorna motorna vozila";"Bistrica ob Sotli";"2016";77
"..tovorna motorna vozila";"Bistrica ob Sotli";"2017";75
"..tovorna motorna vozila";"Bistrica ob Sotli";"2018";75
"..tovorna motorna vozila";"Bistrica ob Sotli";"2019";82
"..tovorna motorna vozila";"Bled";"2010";310
"..tovorna motorna vozila";"Bled";"2011";307
"..tovorna motorna vozila";"Bled";"2012";301
"..tovorna motorna vozila";"Bled";"2013";295
"..tovorna motorna vozila";"Bled";"2014";286
"..tovorna motorna vozila";"Bled";"2015";272
"..tovorna motorna vozila";"Bled";"2016";280
"..tovorna motorna vozila";"Bled";"2017";300
"..tovorna motorna vozila";"Bled";"2018";288
"..tovorna motorna vozila";"Bled";"2019";291
"..tovorna motorna vozila";"Bloke";"2010";80
"..tovorna motorna vozila";"Bloke";"2011";77
"..tovorna motorna vozila";"Bloke";"2012";76
"..tovorna motorna vozila";"Bloke";"2013";78
"..tovorna motorna vozila";"Bloke";"2014";80
"..tovorna motorna vozila";"Bloke";"2015";79
"..tovorna motorna vozila";"Bloke";"2016";84
"..tovorna motorna vozila";"Bloke";"2017";95
"..tovorna motorna vozila";"Bloke";"2018";99
"..tovorna motorna vozila";"Bloke";"2019";106
"..tovorna motorna vozila";"Bohinj";"2010";148
"..tovorna motorna vozila";"Bohinj";"2011";136
"..tovorna motorna vozila";"Bohinj";"2012";148
"..tovorna motorna vozila";"Bohinj";"2013";156
"..tovorna motorna vozila";"Bohinj";"2014";163
"..tovorna motorna vozila";"Bohinj";"2015";170
"..tovorna motorna vozila";"Bohinj";"2016";189
"..tovorna motorna vozila";"Bohinj";"2017";201
"..tovorna motorna vozila";"Bohinj";"2018";223
"..tovorna motorna vozila";"Bohinj";"2019";237
"..tovorna motorna vozila";"Borovnica";"2010";101
"..tovorna motorna vozila";"Borovnica";"2011";105
"..tovorna motorna vozila";"Borovnica";"2012";103
"..tovorna motorna vozila";"Borovnica";"2013";118
"..tovorna motorna vozila";"Borovnica";"2014";118
"..tovorna motorna vozila";"Borovnica";"2015";131
"..tovorna motorna vozila";"Borovnica";"2016";140
"..tovorna motorna vozila";"Borovnica";"2017";162
"..tovorna motorna vozila";"Borovnica";"2018";175
"..tovorna motorna vozila";"Borovnica";"2019";176
"..tovorna motorna vozila";"Bovec";"2010";82
"..tovorna motorna vozila";"Bovec";"2011";83
"..tovorna motorna vozila";"Bovec";"2012";86
"..tovorna motorna vozila";"Bovec";"2013";86
"..tovorna motorna vozila";"Bovec";"2014";86
"..tovorna motorna vozila";"Bovec";"2015";91
"..tovorna motorna vozila";"Bovec";"2016";97
"..tovorna motorna vozila";"Bovec";"2017";99
"..tovorna motorna vozila";"Bovec";"2018";117
"..tovorna motorna vozila";"Bovec";"2019";124
"..tovorna motorna vozila";"Braslovèe";"2010";218
"..tovorna motorna vozila";"Braslovèe";"2011";224
"..tovorna motorna vozila";"Braslovèe";"2012";229
"..tovorna motorna vozila";"Braslovèe";"2013";227
"..tovorna motorna vozila";"Braslovèe";"2014";231
"..tovorna motorna vozila";"Braslovèe";"2015";238
"..tovorna motorna vozila";"Braslovèe";"2016";260
"..tovorna motorna vozila";"Braslovèe";"2017";279
"..tovorna motorna vozila";"Braslovèe";"2018";283
"..tovorna motorna vozila";"Braslovèe";"2019";298
"..tovorna motorna vozila";"Brda";"2010";236
"..tovorna motorna vozila";"Brda";"2011";235
"..tovorna motorna vozila";"Brda";"2012";238
"..tovorna motorna vozila";"Brda";"2013";232
"..tovorna motorna vozila";"Brda";"2014";237
"..tovorna motorna vozila";"Brda";"2015";245
"..tovorna motorna vozila";"Brda";"2016";260
"..tovorna motorna vozila";"Brda";"2017";282
"..tovorna motorna vozila";"Brda";"2018";290
"..tovorna motorna vozila";"Brda";"2019";301
"..tovorna motorna vozila";"Brezovica";"2010";564
"..tovorna motorna vozila";"Brezovica";"2011";583
"..tovorna motorna vozila";"Brezovica";"2012";596
"..tovorna motorna vozila";"Brezovica";"2013";613
"..tovorna motorna vozila";"Brezovica";"2014";643
"..tovorna motorna vozila";"Brezovica";"2015";651
"..tovorna motorna vozila";"Brezovica";"2016";668
"..tovorna motorna vozila";"Brezovica";"2017";697
"..tovorna motorna vozila";"Brezovica";"2018";727
"..tovorna motorna vozila";"Brezovica";"2019";777
"..tovorna motorna vozila";"Brežice";"2010";827
"..tovorna motorna vozila";"Brežice";"2011";829
"..tovorna motorna vozila";"Brežice";"2012";825
"..tovorna motorna vozila";"Brežice";"2013";836
"..tovorna motorna vozila";"Brežice";"2014";850
"..tovorna motorna vozila";"Brežice";"2015";867
"..tovorna motorna vozila";"Brežice";"2016";969
"..tovorna motorna vozila";"Brežice";"2017";1027
"..tovorna motorna vozila";"Brežice";"2018";1148
"..tovorna motorna vozila";"Brežice";"2019";1229
"..tovorna motorna vozila";"Cankova";"2010";56
"..tovorna motorna vozila";"Cankova";"2011";55
"..tovorna motorna vozila";"Cankova";"2012";60
"..tovorna motorna vozila";"Cankova";"2013";60
"..tovorna motorna vozila";"Cankova";"2014";56
"..tovorna motorna vozila";"Cankova";"2015";61
"..tovorna motorna vozila";"Cankova";"2016";64
"..tovorna motorna vozila";"Cankova";"2017";70
"..tovorna motorna vozila";"Cankova";"2018";74
"..tovorna motorna vozila";"Cankova";"2019";79
"..tovorna motorna vozila";"Celje";"2010";3291
"..tovorna motorna vozila";"Celje";"2011";3303
"..tovorna motorna vozila";"Celje";"2012";3128
"..tovorna motorna vozila";"Celje";"2013";3135
"..tovorna motorna vozila";"Celje";"2014";3129
"..tovorna motorna vozila";"Celje";"2015";3356
"..tovorna motorna vozila";"Celje";"2016";3647
"..tovorna motorna vozila";"Celje";"2017";3999
"..tovorna motorna vozila";"Celje";"2018";4412
"..tovorna motorna vozila";"Celje";"2019";4729
"..tovorna motorna vozila";"Cerklje na Gorenjskem";"2010";363
"..tovorna motorna vozila";"Cerklje na Gorenjskem";"2011";374
"..tovorna motorna vozila";"Cerklje na Gorenjskem";"2012";401
"..tovorna motorna vozila";"Cerklje na Gorenjskem";"2013";423
"..tovorna motorna vozila";"Cerklje na Gorenjskem";"2014";454
"..tovorna motorna vozila";"Cerklje na Gorenjskem";"2015";465
"..tovorna motorna vozila";"Cerklje na Gorenjskem";"2016";514
"..tovorna motorna vozila";"Cerklje na Gorenjskem";"2017";547
"..tovorna motorna vozila";"Cerklje na Gorenjskem";"2018";592
"..tovorna motorna vozila";"Cerklje na Gorenjskem";"2019";627
"..tovorna motorna vozila";"Cerknica";"2010";433
"..tovorna motorna vozila";"Cerknica";"2011";467
"..tovorna motorna vozila";"Cerknica";"2012";486
"..tovorna motorna vozila";"Cerknica";"2013";510
"..tovorna motorna vozila";"Cerknica";"2014";528
"..tovorna motorna vozila";"Cerknica";"2015";566
"..tovorna motorna vozila";"Cerknica";"2016";605
"..tovorna motorna vozila";"Cerknica";"2017";647
"..tovorna motorna vozila";"Cerknica";"2018";676
"..tovorna motorna vozila";"Cerknica";"2019";696
"..tovorna motorna vozila";"Cerkno";"2010";123
"..tovorna motorna vozila";"Cerkno";"2011";129
"..tovorna motorna vozila";"Cerkno";"2012";135
"..tovorna motorna vozila";"Cerkno";"2013";138
"..tovorna motorna vozila";"Cerkno";"2014";137
"..tovorna motorna vozila";"Cerkno";"2015";136
"..tovorna motorna vozila";"Cerkno";"2016";143
"..tovorna motorna vozila";"Cerkno";"2017";160
"..tovorna motorna vozila";"Cerkno";"2018";170
"..tovorna motorna vozila";"Cerkno";"2019";192
"..tovorna motorna vozila";"Cerkvenjak";"2010";66
"..tovorna motorna vozila";"Cerkvenjak";"2011";75
"..tovorna motorna vozila";"Cerkvenjak";"2012";75
"..tovorna motorna vozila";"Cerkvenjak";"2013";80
"..tovorna motorna vozila";"Cerkvenjak";"2014";90
"..tovorna motorna vozila";"Cerkvenjak";"2015";90
"..tovorna motorna vozila";"Cerkvenjak";"2016";98
"..tovorna motorna vozila";"Cerkvenjak";"2017";101
"..tovorna motorna vozila";"Cerkvenjak";"2018";120
"..tovorna motorna vozila";"Cerkvenjak";"2019";133
"..tovorna motorna vozila";"Cirkulane";"2010";37
"..tovorna motorna vozila";"Cirkulane";"2011";49
"..tovorna motorna vozila";"Cirkulane";"2012";50
"..tovorna motorna vozila";"Cirkulane";"2013";56
"..tovorna motorna vozila";"Cirkulane";"2014";63
"..tovorna motorna vozila";"Cirkulane";"2015";69
"..tovorna motorna vozila";"Cirkulane";"2016";77
"..tovorna motorna vozila";"Cirkulane";"2017";82
"..tovorna motorna vozila";"Cirkulane";"2018";89
"..tovorna motorna vozila";"Cirkulane";"2019";101
"..tovorna motorna vozila";"Èrenšovci";"2010";265
"..tovorna motorna vozila";"Èrenšovci";"2011";234
"..tovorna motorna vozila";"Èrenšovci";"2012";185
"..tovorna motorna vozila";"Èrenšovci";"2013";180
"..tovorna motorna vozila";"Èrenšovci";"2014";182
"..tovorna motorna vozila";"Èrenšovci";"2015";190
"..tovorna motorna vozila";"Èrenšovci";"2016";207
"..tovorna motorna vozila";"Èrenšovci";"2017";202
"..tovorna motorna vozila";"Èrenšovci";"2018";201
"..tovorna motorna vozila";"Èrenšovci";"2019";214
"..tovorna motorna vozila";"Èrna na Koroškem";"2010";47
"..tovorna motorna vozila";"Èrna na Koroškem";"2011";52
"..tovorna motorna vozila";"Èrna na Koroškem";"2012";53
"..tovorna motorna vozila";"Èrna na Koroškem";"2013";60
"..tovorna motorna vozila";"Èrna na Koroškem";"2014";63
"..tovorna motorna vozila";"Èrna na Koroškem";"2015";61
"..tovorna motorna vozila";"Èrna na Koroškem";"2016";68
"..tovorna motorna vozila";"Èrna na Koroškem";"2017";76
"..tovorna motorna vozila";"Èrna na Koroškem";"2018";76
"..tovorna motorna vozila";"Èrna na Koroškem";"2019";78
"..tovorna motorna vozila";"Èrnomelj";"2010";534
"..tovorna motorna vozila";"Èrnomelj";"2011";549
"..tovorna motorna vozila";"Èrnomelj";"2012";558
"..tovorna motorna vozila";"Èrnomelj";"2013";560
"..tovorna motorna vozila";"Èrnomelj";"2014";565
"..tovorna motorna vozila";"Èrnomelj";"2015";594
"..tovorna motorna vozila";"Èrnomelj";"2016";645
"..tovorna motorna vozila";"Èrnomelj";"2017";693
